CATEGORIA,CONTRATO,CONTRATISTA,MUNICIPIO,FRENTE,DIRECCION,ESTADO_CIERRE,HORARIO,FECHA_INICIO,FECHA_FIN,DURACION_DIAS
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_3,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_4,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_5,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_6,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_7,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_8,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_9,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_10,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_11,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_12,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_13,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_14,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_15,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_16,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_01 / SELE-RC-10_17,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Cercanía,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_2,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_3,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_4,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_5,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_6,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_7,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_8,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_9,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_10,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_11,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_13,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_16,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_1,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_2,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_3,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_4,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_5,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_6,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_7,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_8,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_9,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_10,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_11,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_13,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW323402 vs CW353556,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024 vs SANEAR S.A.S,Varios,PMT_03_02 / SELE-RC-10_16,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-04-06,2026-09-15,163
Interferencia,CW328120 vs CW374202,SANEAR S.A.S vs CONSORCIO REDES AMVA 2024,Varios,T23-CON-001-1 / OCRIO_IO24_9_1,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-08-10,2026-10-13,65
Interferencia,CW328120 vs CW374202,SANEAR S.A.S vs CONSORCIO REDES AMVA 2024,Varios,T23-CON-001-1 / OCRIO_IO24_9_2,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-08-10,2026-10-13,65
Interferencia,CW328120 vs CW374202,SANEAR S.A.S vs CONSORCIO REDES AMVA 2024,Varios,T23-CON-001-1 / OCRIO_IO_24_9_3,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-08-10,2026-10-13,65
Interferencia,CW328120 vs CW374202,SANEAR S.A.S vs CONSORCIO REDES AMVA 2024,Varios,T23-CON-001-1 / OCRIO_IO_24_9_4,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-08-10,2026-10-13,65
Interferencia,CW328120 vs CW374202,SANEAR S.A.S vs CONSORCIO REDES AMVA 2024,Varios,T23-CON-001-1 / OCRIO_IO_24_9_5,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-08-10,2026-10-13,65
Interferencia,CW328120 vs CW374202,SANEAR S.A.S vs CONSORCIO REDES AMVA 2024,Varios,T23-CON-001-2 / OCRIO_IO24_9_1,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-08-10,2026-10-13,65
Interferencia,CW328120 vs CW374202,SANEAR S.A.S vs CONSORCIO REDES AMVA 2024,Varios,T23-CON-001-2 / OCRIO_IO24_9_2,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-08-10,2026-10-13,65
Interferencia,CW328120 vs CW374202,SANEAR S.A.S vs CONSORCIO REDES AMVA 2024,Varios,T23-CON-001-2 / OCRIO_IO_24_9_3,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-08-10,2026-10-13,65
Interferencia,CW328120 vs CW374202,SANEAR S.A.S vs CONSORCIO REDES AMVA 2024,Varios,T23-CON-001-2 / OCRIO_IO_24_9_4,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-08-10,2026-10-13,65
Interferencia,CW328120 vs CW374202,SANEAR S.A.S vs CONSORCIO REDES AMVA 2024,Varios,T23-CON-001-2 / OCRIO_IO_24_9_5,Ver Mapa,INTERFERENCIA REAL (CRÍTICA),Varios,2026-08-10,2026-10-13,65
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,CAMPAMENTO / OCRIO_IO39_4_1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,CAMPAMENTO / OCRIO_IO39_4_2,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,CAMPAMENTO / OCRIO_IO43_6_1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,CAMPAMENTO / OCRIO_IO43_6_2,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,CAMPAMENTO / OCRIO_IO43_6_3,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,CAMPAMENTO / OCRIO_IO39_7_1_P1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,CAMPAMENTO / OCRIO_IO39_7_2_P1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO39_4_1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO39_4_2,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO39_7_1_P1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO39_7_2_P1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO36_37_38_8_1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO36_37_38_8_3,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO36_37_38_8_4,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO36_37_38_8_5,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO36_37_38_8_6,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO36_37_38_8_7,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO36_37_38_8_8,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO36_37_38_8_9,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO36_37_38_8_10,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1A / OCRIO_IO36_37_38_8_11,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO39_4_1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO39_4_2,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO43_6_1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO43_6_2,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO43_6_3,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO39_7_1_P1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO39_7_2_P1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO36_37_38_8_1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO36_37_38_8_3,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO36_37_38_8_4,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO36_37_38_8_5,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO36_37_38_8_6,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO36_37_38_8_7,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO36_37_38_8_8,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO36_37_38_8_9,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO36_37_38_8_10,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 1B / OCRIO_IO36_37_38_8_11,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO39_4_1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO39_4_2,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO43_6_1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO43_6_2,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO43_6_3,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO39_7_1_P1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO39_7_2_P1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO36_37_38_8_5,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO36_37_38_8_6,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO36_37_38_8_7,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO36_37_38_8_8,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO36_37_38_8_9,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO36_37_38_8_10,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2A / OCRIO_IO36_37_38_8_11,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2B / OCRIO_IO39_4_1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2B / OCRIO_IO39_4_2,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2B / OCRIO_IO43_6_1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2B / OCRIO_IO43_6_2,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2B / OCRIO_IO43_6_3,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2B / OCRIO_IO39_7_1_P1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2B / OCRIO_IO39_7_2_P1,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2B / OCRIO_IO36_37_38_8_5,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2B / OCRIO_IO36_37_38_8_6,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2B / OCRIO_IO36_37_38_8_7,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2B / OCRIO_IO36_37_38_8_8,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
Cercanía,CW352217 vs CW374202,MEXICHEM vs CONSORCIO REDES AMVA 2024,Varios,Etapa 2B / OCRIO_IO36_37_38_8_9,Ver Mapa,CERCANÍA ESPACIAL,Varios,N/A,N/A,0
